economist_daily_chart_124.png, 494.000000, 500.000000
economist_daily_chart_317.png, 306.000000, 500.000000
economist_daily_chart_390.png, 367.000000, 500.000000
economist_daily_chart_520.png, 309.000000, 500.000000
economist_daily_chart_521.png, 282.000000, 500.000000
treasuryB15.png, 387.000000, 500.000000
treasuryK01.png, 500.000000, 437.000000
treasuryL11_2.png, 362.000000, 500.000000
vis109.png, 371.000000, 500.000000
vis250.png, 360.000000, 500.000000
vis278.png, 500.000000, 382.000000
vis416.png, 500.000000, 500.000000
vis428.png, 500.000000, 207.000000
vis512.png, 500.000000, 279.000000
vis625.png, 500.000000, 265.000000
vis729.png, 362.000000, 500.000000
vis831.png, 500.000000, 462.000000
vis850.png, 381.000000, 500.000000
vis87.png, 438.000000, 500.000000
visMost108.png, 424.000000, 500.000000
visMost227.png, 500.000000, 277.000000
visMost456.png, 400.000000, 500.000000
visMost505.png, 500.000000, 349.000000
visMost526.png, 500.000000, 369.000000
visMost55.png, 500.000000, 500.000000
visMost745.png, 441.000000, 500.000000
whoB03_1.png, 360.000000, 500.000000
whoB13_2.png, 500.000000, 454.000000
whoB19_1.png, 478.000000, 500.000000
whoI11_1.png, 366.000000, 500.000000
whoI19.png, 376.000000, 500.000000
whoJ15_1.png, 480.000000, 500.000000
whoJ15_2.png, 495.000000, 500.000000
whoJ36_2.png, 438.000000, 500.000000
whoK12_2.png, 351.000000, 500.000000
whoK17_1.png, 479.000000, 500.000000
whoK19_1.png, 500.000000, 381.000000
whoQ06_2.png, 454.000000, 500.000000
whoQ32_2.png, 471.000000, 500.000000
wsj104.png, 250.000000, 500.000000
wsj108.png, 289.000000, 500.000000
wsj176.png, 360.000000, 500.000000
wsj184.png, 425.000000, 500.000000
wsj233.png, 500.000000, 489.000000
wsj294.png, 500.000000, 441.000000
wsj340.png, 500.000000, 285.000000
wsj441.png, 500.000000, 426.000000
wsj462.png, 342.000000, 500.000000
wsj536.png, 500.000000, 413.000000
wsj557.png, 373.000000, 500.000000
wsj9.png, 381.000000, 500.000000
